Shp_Lng,Shap_Ar,ADM2_ES,ADM2_PC,ADM2_RE,ADM2ALT1,ADM2ALT2,ADM1_ES,ADM1_PC,ADM0_ES,ADM0_PC,date,validOn,validTo,X1,admn2Nm,N(mrgd),lat,lon,X7,X8,X9,X10,X11
1.05471369027,0.0408034168028,Alpujarra,CO73024,,,,Tolima,CO73,Colombia,CO,2018/01/01,2020/04/16,,"1025","Alpujarra, Tolima",Alpujarra,"3.4166666666666665","-74.91666666666667",,,,,
0.694521277688,0.0146991558199,Altamira,CO41026,,,,Huila,CO41,Colombia,CO,2018/01/01,2020/04/16,,"680","Altamira, Huila",Altamira,"2.06278","-75.7872",,,,,
3.3510292857,0.166906926768,Alto Baudó,CO27025,Alto Baudo,,,Chocó,CO27,Colombia,CO,2018/01/01,2020/04/16,,"477",Alto Baudó,Alto Baudó,"5.533333333333333","-77",,,,,
0.984982713025,0.0249598232656,Altos del Rosario,CO13030,,,,Bolívar,CO13,Colombia,CO,2018/01/01,2020/04/16,,"183",Altos del Rosario,Altos del Rosario,"8.8","-74.16666666666667",,,,,
1.06958878381,0.0280543842128,Alvarado,CO73026,,,,Tolima,CO73,Colombia,CO,2018/01/01,2020/04/16,,"1026","Alvarado, Tolima",Alvarado,"4.566666666666666","-74.95",,,,,
0.445533013179,0.00686650704907,Amagá,CO05030,Amaga,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"12",Amagá,Amagá,"6.05","-75.7",,,,,
2.01952799444,0.0989196015086,Amalfi,CO05031,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"13","Amalfi, Antioquia",Amalfi,"6.916666666666667","-75.08333333333333",,,,,
1.00915041842,0.0194027914177,Ambalema,CO73030,,,,Tolima,CO73,Colombia,CO,2018/01/01,2020/04/16,,"1027",Ambalema,Ambalema,"4.783333333333333","-74.76666666666667",,,,,
0.670556515308,0.0101007583236,Anapoima,CO25035,,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"537",Anapoima,Anapoima,"4.550277777777778","-74.53611111111111",,,,,
0.373698458996,0.00557885493157,Ancuya,CO52036,,,,Nariño,CO52,Colombia,CO,2018/01/01,2020/04/16,,"773",Ancuya,Ancuya,"1.2666666666666666","-77.53333333333333",,,,Úmbita,CO15842
0.665100433063,0.00898485117155,Andalucía,CO76036,Andalucia,,,Valle del Cauca,CO76,Colombia,CO,2018/01/01,2020/04/16,,"1072","Andalucía, Valle del Cauca",Andalucía,"4.166666666666667","-76.16666666666667",,,,,
1.14628545003,0.0328195644767,Andes,CO05034,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"14","Andes, Antioquia",Andes,"5.583333333333333","-75.91666666666667",,,,,
0.427495594486,0.00668338735658,Angelópolis,CO05036,Angelopolis,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"15",Angelópolis,Angelópolis,"6.133333333333334","-75.7",,,,,
0.919161838352,0.0276929889034,Angostura,CO05038,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"16","Angostura, Antioquia",Angostura,"6.866666666666667","-75.33333333333333",,,,,
0.528039965219,0.00985934006172,Anolaima,CO25040,,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"538",Anolaima,Anolaima,"4.761738888888889","-74.46401666666667",,,,,
1.84826086734,0.11570588848,Anorí,CO05040,Anori,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"17",Anorí,Anorí,"7.073611111111111","-75.14583333333334",,,,,
0.913572894066,0.0170447229635,Anserma,CO17042,,,,Caldas,CO17,Colombia,CO,2018/01/01,2020/04/16,,"348","Anserma, Caldas",Anserma,"5.238091666666667","-75.78404166666667",,,,,
0.946044152326,0.0248710771564,Ansermanuevo,CO76041,,,,Valle del Cauca,CO76,Colombia,CO,2018/01/01,2020/04/16,,"1073",Ansermanuevo,Ansermanuevo,"4.8","-76",,,,,
0.746835166831,0.0208933711112,Anzá,CO05044,Anza,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,,,,,,,,,,
1.31017749707,0.0382669249644,Anzoátegui,CO73043,Anzoategui,,,Tolima,CO73,Colombia,CO,2018/01/01,2020/04/16,,"1028","Anzoátegui, Tolima",Anzoátegui,"4.63389","-75.0972",,,,,
1.28765230874,0.0438011132206,Apartadó,CO05045,Apartado,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"19",Apartadó,Apartadó,"7.883333333333333","-76.63333333333334",,,,,
0.739073033003,0.0122193317143,Apía,CO66045,Apia,,,Risaralda,CO66,Colombia,CO,2018/01/01,2020/04/16,,"898","Apía, Risaralda",Apía,"5.1","-75.95",,,,,
0.715254776111,0.00993966332559,Apulo,CO25599,,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"539",Apulo,Apulo,"4.520833333333333","-74.59861111111111",,,,,
1.80031146583,0.0768435036445,Aquitania,CO15047,,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"225","Aquitania, Boyacá",Aquitania,"5.583333333333333","-72.83333333333333",,,,,
2.64338105806,0.14383539514,Aracataca,CO47053,,,,Magdalena,CO47,Colombia,CO,2018/01/01,2020/04/16,,"713",Aracataca,Aracataca,"10.593694444444445","-74.19280833333333",,,,,
0.701567178058,0.0121946314252,Aranzazu,CO17050,,,,Caldas,CO17,Colombia,CO,2018/01/01,2020/04/16,,"349","Aranzazu, Caldas",Aranzazu,"5.3","-75.45",,,,,
0.674692213911,0.0138820314119,Aratoca,CO68051,,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"915",Aratoca,Aratoca,"6.7","-73.01666666666667",,,,,
4.66801607187,0.47162611695,Arauca,CO81001,,,,Arauca,CO81,Colombia,CO,2018/01/01,2020/04/16,,"133","Arauca, Arauca",Arauca,"7.090277777777778","-70.76166666666667",,,,,
3.25876453361,0.248646598351,Arauquita,CO81065,,,,Arauca,CO81,Colombia,CO,2018/01/01,2020/04/16,,"134",Arauquita,Arauquita,"7.03028","-71.4356",,,,,
0.80654177769,0.011604012737,Arbeláez,CO25053,Arbelaez,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"540",Arbeláez,Arbeláez,"4.272222222222222","-74.41555555555556",,,,,
0.37540622566,0.00487718077792,Arboleda,CO52051,,,,Nariño,CO52,Colombia,CO,2018/01/01,2020/04/16,,"774",Arboleda,Arboleda,"1.50333","-77.0878",,,,,
1.16119362396,0.0373620419416,Arboledas,CO54051,,,,Norte de Santander,CO54,Colombia,CO,2018/01/01,2020/04/16,,"835",Arboledas,Arboledas,"7.666666666666667","-72.75",,,,,
1.85845342879,0.0618547761113,Arboletes,CO05051,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"20",Arboletes,Arboletes,"8.851666666666667","-76.42833333333334",,,,,
0.752708972046,0.0112567377614,Arcabuco,CO15051,,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"226",Arcabuco,Arcabuco,"5.75","-73.43333333333334",,,,,
1.55484208169,0.0379181344854,Arenal,CO13042,,,,Bolívar,CO13,Colombia,CO,2018/01/01,2020/04/16,,,,,,,,,,,
1.06233838013,0.0200221218902,Argelia,CO05055,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"21","Argelia, Antioquia",Argelia,"5.7425","-75.1463888888889",,,,,
1.22415287203,0.0628806321755,Argelia,CO19050,,,,Cauca,CO19,Colombia,CO,2018/01/01,2020/04/16,,"410","Argelia, Cauca",Argelia,"2.243055555555556","-77.2786111111111",,,,,
0.453826062401,0.00739101749053,Argelia,CO76054,,,,Valle del Cauca,CO76,Colombia,CO,2018/01/01,2020/04/16,,"1074","Argelia, Valle del Cauca",Argelia,"4.666666666666667","-76.66666666666667",,,,,
1.99288095467,0.0932784087718,Ariguaní,CO47058,Ariguani,,,Magdalena,CO47,Colombia,CO,2018/01/01,2020/04/16,,"714",Ariguaní,Ariguaní,"9.85","-74.2386",,,,,
1.35822531231,0.0486169367196,Arjona,CO13052,,,,Bolívar,CO13,Colombia,CO,2018/01/01,2020/04/16,,,,,,,,,,,
0.502777096133,0.00901440258857,Armenia,CO05059,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"22","Armenia, Antioquia",Armenia,"6.156388888888889","-75.78722222222223",,,,,
0.906601939698,0.00990183989624,Armenia,CO63001,,,,Quindio,CO63,Colombia,CO,2018/01/01,2020/04/16,,,,,,,,,,,
1.44410044003,0.0359241803414,Armero,CO73055,,,,Tolima,CO73,Colombia,CO,2018/01/01,2020/04/16,,"1029",Armero,Armero,"4.963333333333334","-74.90555555555557",,,,,
0.783312143717,0.0135140706549,Arroyohondo,CO13062,,,,Bolívar,CO13,Colombia,CO,2018/01/01,2020/04/16,,,,,,,,,,,
1.33587448029,0.0525264725742,Astrea,CO20032,,,,Cesar,CO20,Colombia,CO,2018/01/01,2020/04/16,,"452","Astrea, Cesar",Astrea,"9.5","-73.98333333333333",,,,,
2.25281002719,0.0827683525753,Ataco,CO73067,,,,Tolima,CO73,Colombia,CO,2018/01/01,2020/04/16,,"1030",Ataco,Ataco,"3.6","-75.38333333333334",,,,,
1.35126272144,0.0343392642319,Atrato,CO27050,,,,Chocó,CO27,Colombia,CO,2018/01/01,2020/04/16,,"478",Atrato,Atrato,"10.066666666666666","-74.2",,,,,
2.40967908419,0.161210107081,Ayapel,CO23068,,,,Córdoba,CO23,Colombia,CO,2018/01/01,2020/04/16,,"506",Ayapel,Ayapel,"8.316666666666666","-75.15",,,,,
1.47099277794,0.0658038297557,Bagadó,CO27073,Bagado,,,Chocó,CO27,Colombia,CO,2018/01/01,2020/04/16,,"479",Bagadó,Bagadó,"5.416666666666667","-76.41666666666667",,,,,
3.36114581186,0.0729263873097,Bahía Solano,CO27075,Bahia Solano,,,Chocó,CO27,Colombia,CO,2018/01/01,2020/04/16,,"480",Bahía Solano,Bahía Solano,"6.216666666666667","-77.4",,,,,
5.96085150648,0.282865649224,Bajo Baudó,CO27077,Bajo Baudo,,,Chocó,CO27,Colombia,CO,2018/01/01,2020/04/16,,"481",Bajo Baudó,Bajo Baudó,"4.95","-77.36666666666666",,,,,
1.01632739811,0.0334904918563,Balboa,CO19075,,,,Cauca,CO19,Colombia,CO,2018/01/01,2020/04/16,,"411","Balboa, Cauca",Balboa,"2.043611111111111","-77.21972222222223",,,,,
0.519541135462,0.00973174966027,Balboa,CO66075,,,,Risaralda,CO66,Colombia,CO,2018/01/01,2020/04/16,,"899","Balboa, Risaralda",Balboa,"4.9166694444444445","-75.95",,,,,
0.728224102729,0.0100290630627,Baranoa,CO08078,,,,Atlántico,CO08,Colombia,CO,2018/01/01,2020/04/16,,"140",Baranoa,Baranoa,"10.8","-74.91666666666667",,,,,
1.49790211376,0.063933424392,Baraya,CO41078,,,,Huila,CO41,Colombia,CO,2018/01/01,2020/04/16,,"681",Baraya,Baraya,"3.1530555555555555","-75.0525",,,,,
3.69914865869,0.220963473462,Barbacoas,CO52079,,,,Nariño,CO52,Colombia,CO,2018/01/01,2020/04/16,,"775","Barbacoas, Nariño",Barbacoas,"1.6716666666666664","-78.13972222222223",,,,,
0.770018049447,0.0168038981136,Barbosa,CO05079,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"23","Barbosa, Antioquia",Barbosa,"6.439","-75.333",,,,,
0.270341534219,0.0038108824461,Barbosa,CO68077,,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"916","Barbosa, Santander",Barbosa,"5.933","-73.621",,,,,
0.561088833172,0.0112233446865,Barichara,CO68079,,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"917",Barichara,Barichara,"6.633333333333333","-73.23333333333333",,,,,
1.31201772425,0.0328944114345,Barranca de Upía,CO50110,Barranca de Upia,,,Meta,CO50,Colombia,CO,2018/01/01,2020/04/16,,"743",Barranca de Upía,Barranca de Upía,"4.583333333333333","-72.96666666666667",,,,,
2.73519010094,0.10859074506,Barrancabermeja,CO68081,,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"918",Barrancabermeja,Barrancabermeja,"7.066666666666666","-73.85",,,,,
1.49535743781,0.0662144732615,Barrancas,CO44078,,,,La Guajira,CO44,Colombia,CO,2018/01/01,2020/04/16,,"651","Barrancas, La Guajira",Barrancas,"11","-72.75",,,,,
1.59319883308,0.0354024755654,Barranco de Loba,CO13074,,,,Bolívar,CO13,Colombia,CO,2018/01/01,2020/04/16,,"185",Barranco de Loba,Barranco de Loba,"8.95","-74.11666666666666",,,,,
6.82591415198,0.765255738095,Barrancominas,CO94343,,,,Guainía,CO94,Colombia,CO,2018/01/01,2020/04/16,,"665",Barranco Minas,Barrancominas,"3.483333","-69.8",,,,,
0.814371491345,0.0127528662005,Barranquilla,CO08001,,,,Atlántico,CO08,Colombia,CO,2018/01/01,2020/04/16,,"141",Barranquilla,Barranquilla,"10.963888888888889","-74.79638888888888",,,,,
2.6545466764,0.100945045244,Becerril,CO20045,,,,Cesar,CO20,Colombia,CO,2018/01/01,2020/04/16,,"453",Becerril,Becerril,"9.7","-73.28333333333333",,,,,
0.595207192936,0.00923408515208,Belalcázar,CO17088,Belalcazar,,,Caldas,CO17,Colombia,CO,2018/01/01,2020/04/16,,"350","Belalcázar, Caldas",Belalcázar,"5","-75.81666666666666",,,,,
0.629348882239,0.0133149202289,Belén,CO15087,Belen,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"375",Belén de Andaquies,Belén,"1.41611","-75.8725",,,,,
0.37328395269,0.00339167761144,Belén,CO52083,Belen,,,Nariño,CO52,Colombia,CO,2018/01/01,2020/04/16,,"900",Belén de Umbría,Belén,"5.2","-75.86666666666666",,,,,
2.23465674218,0.0967446036811,Belén de los Andaquíes,CO18094,Belen de los Andaquies,,,Caquetá,CO18,Colombia,CO,2018/01/01,2020/04/16,,"227","Belén, Boyacá",Belén de los Andaquíes,"6.083333333333333","-72.91666666666667",,,,,
0.579565933599,0.0147168053876,Belén de Umbría,CO66088,Belen de Umbria,,,Risaralda,CO66,Colombia,CO,2018/01/01,2020/04/16,,"776","Belén, Nariño",Belén de Umbría,"1.66417","-77.0175",,,,,
0.614363628214,0.0120679850157,Bello,CO05088,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"24","Bello, Antioquia",Bello,"6.333333333333333","-75.56666666666666",,,,,
1.17300353852,0.0242003553591,Belmira,CO05086,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"25",Belmira,Belmira,"6.6","-75.66666666666667",,,,,
0.909414520942,0.014412684902,Beltrán,CO25086,Beltran,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"541","Beltrán, Cundinamarca",Beltrán,"4.801388888888889","-74.74305555555556",,,,,
0.429174258831,0.00473084990047,Berbeo,CO15090,,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"228",Berbeo,Berbeo,"5.226666666666667","-73.12666666666667",,,,,
0.692305793617,0.0147213839905,Betania,CO05091,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"26","Betania, Antioquia",Betania,"5.75","-75.96666666666667",,,,,
0.473818437149,0.00831780959312,Betéitiva,CO15092,Beteitiva,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"229",Betéitiva,Betéitiva,"5.916666666666667","-72.81666666666666",,,,,
0.847675554454,0.0214135235923,Betulia,CO05093,,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"27","Betulia, Antioquia",Betulia,"6.112222","-75.983889",,,,,
1.27181795244,0.0352869632323,Betulia,CO68092,,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"919","Betulia, Santander",Betulia,"6.9","-73.28361111111111",,,,,
0.490827623258,0.00497646889957,Bituima,CO25095,,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"542",Bituima,Bituima,"4.874444444444445","-74.54055555555556",,,,,
0.659782165997,0.0118677431106,Boavita,CO15097,,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"230",Boavita,Boavita,"6.333333333333333","-72.58333333333333",,,,,
0.756584970346,0.0139445601919,Bochalema,CO54099,,,,Norte de Santander,CO54,Colombia,CO,2018/01/01,2020/04/16,,"836",Bochalema,Bochalema,"7.666666666666667","-72.58333333333333",,,,,
3.76045334139,0.132207854231,"Bogotá, D.C.",CO11001,"Bogota, D.C.",,,"Bogotá, D.C.",CO11,Colombia,CO,2018/01/01,2020/04/16,,"543",Bojacá,"Bogotá, D.C.","
4.733611111111111","-74.34222222222222",,,,,
0.497916888069,0.00833959709152,Bojacá,CO25099,Bojaca,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"482",Bojayá,Bojacá,"6.523611111111111","-76.97444444444444",,,,,
3.93366291304,0.295980579378,Bojayá,CO27099,Bojaya,,,Chocó,CO27,Colombia,CO,2018/01/01,2020/04/16,,"412","Bolívar, Cauca",Bojayá,"1.97083","-76.9694",,,,,
1.80278656633,0.06468336703,Bolívar,CO19100,Bolivar,,,Cauca,CO19,Colombia,CO,2018/01/01,2020/04/16,,"920","Bolívar, Santander",Bolívar,"5.9911111111111115","-73.77388888888889",,,,,
4.35708084483,0.0825161949281,Bolívar,CO68101,Bolivar,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"1075","Bolívar, Valle del Cauca",Bolívar,"4.338611111111111","-76.18472222222222",,,,,
1.5372119483,0.0604826480915,Bolívar,CO76100,Bolivar,,,Valle del Cauca,CO76,Colombia,CO,2018/01/01,2020/04/16,,,,,,,,,,,
1.27477068145,0.0483308888359,Bosconia,CO20060,,,,Cesar,CO20,Colombia,CO,2018/01/01,2020/04/16,,"454",Bosconia,Bosconia,"9.97611","-73.8903",,,,,
0.325613951628,0.00391802184909,Boyacá,CO15104,Boyaca,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"231","Boyacá, Boyacá",Boyacá,"5.454166666666667","-73.36194444444443",,,,,
1.00447196504,0.0307849623011,Briceño,CO05107,Briceno,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"29","Briceño, Antioquia",Briceño,"7.111111111111111","-75.55",,,,,
0.48497525232,0.00527325522152,Briceño,CO15106,Briceno,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"232","Briceño, Boyacá",Briceño,"5.7","-73.9333",,,,,
0.693488690857,0.012514403141,Bucaramanga,CO68001,,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"921",Bucaramanga,Bucaramanga,"7.133333333333334","-73",,,,,
0.828136367141,0.0222051793608,Bucarasica,CO54109,,,,Norte de Santander,CO54,Colombia,CO,2018/01/01,2020/04/16,,"837",Bucarasica,Bucarasica,"8.05","-72.86666666666666",,,,,
6.61827764015,0.510778313775,Buenaventura,CO76109,,,,Valle del Cauca,CO76,Colombia,CO,2018/01/01,2020/04/16,,"1076","Buenaventura, Valle del Cauca",Buenaventura,"3.877222222222222","-77.02666666666667",,,,,
0.467781128133,0.00898931763467,Buenavista,CO15109,,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"233","Buenavista, Boyacá",Buenavista,"5.511388888888889","-73.94194444444445",,,,,
1.88887294143,0.0684728433099,Buenavista,CO23079,,,,Córdoba,CO23,Colombia,CO,2018/01/01,2020/04/16,,"507","Buenavista, Córdoba",Buenavista,"8.68333","-75.25",,,,,
0.253409586939,0.0031305703294,Buenavista,CO63111,,,,Quindio,CO63,Colombia,CO,2018/01/01,2020/04/16,,"887","Buenavista, Quindío",Buenavista,"4.359722222222222","-75.73916666666666",,,,,
0.881710077023,0.0120538681711,Buenavista,CO70110,,,,Sucre,CO70,Colombia,CO,2018/01/01,2020/04/16,,"1000","Buenavista, Sucre",Buenavista,"9.32222","-74.9772",,,,,
1.63212883663,0.0353175761682,Buenos Aires,CO19110,,,,Cauca,CO19,Colombia,CO,2018/01/01,2020/04/16,,"413","Buenos Aires, Cauca",Buenos Aires,"2.9166666666666665","-76.66666666666667",,,,,
1.22923124295,0.0515330904571,Buesaco,CO52110,,,,Nariño,CO52,Colombia,CO,2018/01/01,2020/04/16,,"777",Buesaco,Buesaco,"1.3833333333333333","-77.16666666666667",,,,,
1.03360629648,0.0322792939542,Bugalagrande,CO76113,,,,Valle del Cauca,CO76,Colombia,CO,2018/01/01,2020/04/16,,"1078",Bugalagrande,Bugalagrande,"4.216666666666667","-76.16666666666667",,,,,
0.963723323259,0.0290275740419,Buriticá,CO05113,Buritica,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"30",Buriticá,Buriticá,"6.75","-75.91666666666667",,,,,
0.204497975692,0.0020692411917,Busbanzá,CO15114,Busbanza,,,Boyacá,CO15,Colombia,CO,2018/01/01,2020/04/16,,"234",Busbanzá,Busbanzá,"5.816666666666666","-72.86666666666666",,,,,
1.01880514564,0.0343473625496,Cabrera,CO25120,,,,Cundinamarca,CO25,Colombia,CO,2018/01/01,2020/04/16,,"544","Cabrera, Cundinamarca",Cabrera,"3.9780555555555557","-74.48583333333333",,,,,
0.351570647107,0.00536040420782,Cabrera,CO68121,,,,Santander,CO68,Colombia,CO,2018/01/01,2020/04/16,,"922","Cabrera, Santander",Cabrera,"6.593333333333333","-73.24777777777778",,,,,
2.00884835232,0.0744032624066,Cabuyaro,CO50124,,,,Meta,CO50,Colombia,CO,2018/01/01,2020/04/16,,"744",Cabuyaro,Cabuyaro,"4.283333333333333","-72.78333333333333",,,,,
2.364173998,0.187608889301,Cacahual,CO94886,,,,Guainía,CO94,Colombia,CO,2018/01/01,2020/04/16,,"666",Cacahual,Cacahual,"7.58322","-75.46466",,,,,
2.93336433365,0.153504402482,Cáceres,CO05120,Caceres,,,Antioquia,CO05,Colombia,CO,2018/01/01,2020/04/16,,"31","Cáceres, Antioquia",Cáceres,"7.666666666666667","-75.33333333333333",,,,,
