OBJECTID *,Shape *,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area,,,,,,,,,,,,,,,,,,,,,,,,,
530,Polygon,Machetá,CO25426,Macheta,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.714034,0.01869,,,,,,,,,,,,,,,,,,,,,,,,,
531,Polygon,Madrid,CO25430,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.719812,0.009748,,,,,,,,,,,,,,,,,,,,,,,,,
532,Polygon,Magangué,CO13430,Magangue,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,2.232691,0.092943,,,,,,,,,,,,,,,,,,,,,,,,,
533,Polygon,Magüí,CO52427,Magui,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,2.477168,0.146262,,,,,,,,,,,,,,,,,,,,,,,,,
534,Polygon,Mahates,CO13433,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.427216,0.035644,,,,,,,,,,,,,,,,,,,,,,,,,
535,Polygon,Maicao,CO44430,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,2.740399,0.146361,,,,,,,,,,,,,,,,,,,,,,,,,
536,Polygon,Majagual,CO70429,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.791228,0.069403,,,,,,,,,,,,,,,,,,,,,,,,,
537,Polygon,Málaga,CO68432,Malaga,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.347186,0.004674,,,,,,,,,,,,,,,,,,,,,,,,,
538,Polygon,Malambo,CO08433,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.499109,0.008097,,,,,,,,,,,,,,,,,,,,,,,,,
539,Polygon,Mallama,CO52435,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.274628,0.046038,,,,,,,,,,,,,,,,,,,,,,,,,
540,Polygon,Manatí,CO08436,Manati,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.722896,0.017689,,,,,,,,,,,,,,,,,,,,,,,,,
541,Polygon,Manaure,CO44560,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,2.067048,0.134166,,,,,,,,,,,,,,,,,,,,,,,,,
542,Polygon,Manaure Balcón del Cesar,CO20443,Manaure Balcon del Cesar,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,0.669731,0.011289,,,,,,,,,,,,,,,,,,,,,,,,,
543,Polygon,Maní,CO85139,Mani,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,4.153614,0.305688,,,,,,,,,,,,,,,,,,,,,,,,,
544,Polygon,Manizales,CO17001,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.388477,0.035943,,,,,,,,,,,,,,,,,,,,,,,,,
545,Polygon,Manta,CO25436,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.470543,0.008798,,,,,,,,,,,,,,,,,,,,,,,,,
546,Polygon,Manzanares,CO17433,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.711439,0.016138,,,,,,,,,,,,,,,,,,,,,,,,,
547,Polygon,Mapiripán,CO50325,Mapiripan,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,8.633181,0.970718,,,,,,,,,,,,,,,,,,,,,,,,,
548,Polygon,Mapiripana,CO94663,<Null>,<Null>,<Null>,Guainía,CO94,Colombia,CO,1/1/18,4/16/20,<Null>,5.010789,0.399035,,,,,,,,,,,,,,,,,,,,,,,,,
549,Polygon,Margarita,CO13440,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.03118,0.024152,,,,,,,,,,,,,,,,,,,,,,,,,
550,Polygon,María La Baja,CO13442,Maria La Baja,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.404783,0.046146,,,,,,,,,,,,,,,,,,,,,,,,,
551,Polygon,Marinilla,CO05440,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.612967,0.009381,,,,,,,,,,,,,,,,,,,,,,,,,
552,Polygon,Maripí,CO15442,Maripi,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.716032,0.013114,,,,,,,,,,,,,,,,,,,,,,,,,
553,Polygon,Marmato,CO17442,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.310961,0.003008,,,,,,,,,,,,,,,,,,,,,,,,,
554,Polygon,Marquetalia,CO17444,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.552784,0.007367,,,,,,,,,,,,,,,,,,,,,,,,,
555,Polygon,Marsella,CO66440,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,0.612524,0.012164,,,,,,,,,,,,,,,,,,,,,,,,,
556,Polygon,Marulanda,CO17446,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.210354,0.030736,,,,,,,,,,,,,,,,,,,,,,,,,
557,Polygon,Matanza,CO68444,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.801713,0.019301,,,,,,,,,,,,,,,,,,,,,,,,,
558,Polygon,Medellín,CO05001,Medellin,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.032922,0.030607,,,,,,,,,,,,,,,,,,,,,,,,,
559,Polygon,Medina,CO25438,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.449304,0.097502,,,,,,,,,,,,,,,,,,,,,,,,,
560,Polygon,Medio Atrato,CO27425,<Null>,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,2.649834,0.147779,,,,,,,,,,,,,,,,,,,,,,,,,
561,Polygon,Medio Baudó,CO27430,Medio Baudo,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,2.694653,0.111609,,,,,,,,,,,,,,,,,,,,,,,,,
562,Polygon,Medio San Juan,CO27450,<Null>,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,2.862853,0.053728,,,,,,,,,,,,,,,,,,,,,,,,,
563,Polygon,Melgar,CO73449,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.960167,0.016465,,,,,,,,,,,,,,,,,,,,,,,,,
564,Polygon,Mercaderes,CO19450,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.261315,0.056564,,,,,,,,,,,,,,,,,,,,,,,,,
565,Polygon,Mesetas,CO50330,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,3.603201,0.185555,,,,,,,,,,,,,,,,,,,,,,,,,
566,Polygon,Milán,CO18460,Milan,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,1.863197,0.099128,,,,,,,,,,,,,,,,,,,,,,,,,
567,Polygon,Miraflores,CO15455,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.735171,0.021096,,,,,,,,,,,,,,,,,,,,,,,,,
568,Polygon,Miraflores,CO95200,<Null>,<Null>,<Null>,Guaviare,CO95,Colombia,CO,1/1/18,4/16/20,<Null>,7.385424,1.039462,,,,,,,,,,,,,,,,,,,,,,,,,
569,Polygon,Miranda,CO19455,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.041146,0.015412,,,,,,,,,,,,,,,,,,,,,,,,,
570,Polygon,Mirití - Paraná,CO91460,Miriti - Parana,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,6.448395,1.366866,,,,,,,,,,,,,,,,,,,,,,,,,
571,Polygon,Mistrató,CO66456,Mistrato,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,1.118785,0.046031,,,,,,,,,,,,,,,,,,,,,,,,,
572,Polygon,Mitú,CO97001,Mitu,<Null>,<Null>,Vaupés,CO97,Colombia,CO,1/1/18,4/16/20,<Null>,6.352591,1.312171,,,,,,,,,,,,,,,,,,,,,,,,,
573,Polygon,Mocoa,CO86001,<Null>,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,2.475228,0.105793,,,,,,,,,,,,,,,,,,,,,,,,,
574,Polygon,Mogotes,CO68464,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.104474,0.03955,,,,,,,,,,,,,,,,,,,,,,,,,
575,Polygon,Molagavita,CO68468,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.597493,0.014751,,,,,,,,,,,,,,,,,,,,,,,,,
576,Polygon,Momil,CO23464,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,0.67939,0.013054,,,,,,,,,,,,,,,,,,,,,,,,,
577,Polygon,Mompós,CO13468,Mompos,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.3729,0.053641,,,,,,,,,,,,,,,,,,,,,,,,,
578,Polygon,Mongua,CO15464,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.953367,0.029402,,,,,,,,,,,,,,,,,,,,,,,,,
579,Polygon,Monguí,CO15466,Mongui,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.35997,0.005618,,,,,,,,,,,,,,,,,,,,,,,,,
580,Polygon,Moniquirá,CO15469,Moniquira,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.874908,0.017822,,,,,,,,,,,,,,,,,,,,,,,,,
581,Polygon,Moñitos,CO23500,Monitos,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,0.861186,0.016694,,,,,,,,,,,,,,,,,,,,,,,,,
582,Polygon,Montebello,CO05467,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.472061,0.006205,,,,,,,,,,,,,,,,,,,,,,,,,
583,Polygon,Montecristo,CO13458,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,3.381022,0.171649,,,,,,,,,,,,,,,,,,,,,,,,,
584,Polygon,Montelíbano,CO23466,Montelibano,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,4.366775,0.12708,,,,,,,,,,,,,,,,,,,,,,,,,
585,Polygon,Montenegro,CO63470,<Null>,<Null>,<Null>,Quindio,CO63,Colombia,CO,1/1/18,4/16/20,<Null>,0.776129,0.012135,,,,,,,,,,,,,,,,,,,,,,,,,
586,Polygon,Montería,CO23001,Monteria,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,3.720359,0.257358,,,,,,,,,,,,,,,,,,,,,,,,,
587,Polygon,Monterrey,CO85162,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,1.542045,0.063492,,,,,,,,,,,,,,,,,,,,,,,,,
588,Polygon,Morales,CO13473,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,2.08712,0.110595,,,,,,,,,,,,,,,,,,,,,,,,,
589,Polygon,Morales,CO19473,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.529398,0.041511,,,,,,,,,,,,,,,,,,,,,,,,,
590,Polygon,Morelia,CO18479,<Null>,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,1.518688,0.037554,,,,,,,,,,,,,,,,,,,,,,,,,
591,Polygon,Morichal,CO94888,<Null>,<Null>,<Null>,Guainía,CO94,Colombia,CO,1/1/18,4/16/20,<Null>,6.916544,0.691788,,,,,,,,,,,,,,,,,,,,,,,,,
592,Polygon,Morroa,CO70473,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,0.676134,0.013988,,,,,,,,,,,,,,,,,,,,,,,,,
593,Polygon,Mosquera,CO25473,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.594073,0.008634,,,,,,,,,,,,,,,,,,,,,,,,,
594,Polygon,Mosquera,CO52473,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.528341,0.06209,,,,,,,,,,,,,,,,,,,,,,,,,
595,Polygon,Motavita,CO15476,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.364006,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,
596,Polygon,Murillo,CO73461,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.987546,0.034546,,,,,,,,,,,,,,,,,,,,,,,,,
597,Polygon,Murindó,CO05475,Murindo,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.873443,0.103366,,,,,,,,,,,,,,,,,,,,,,,,,
598,Polygon,Mutatá,CO05480,Mutata,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.661084,0.087897,,,,,,,,,,,,,,,,,,,,,,,,,
599,Polygon,Mutiscua,CO54480,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.548742,0.012998,,,,,,,,,,,,,,,,,,,,,,,,,
600,Polygon,Muzo,CO15480,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.689074,0.011252,,,,,,,,,,,,,,,,,,,,,,,,,
601,Polygon,Nariño,CO05483,Narino,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.991187,0.025844,,,,,,,,,,,,,,,,,,,,,,,,,
602,Polygon,Nariño,CO25483,Narino,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.521912,0.004494,,,,,,,,,,,,,,,,,,,,,,,,,
603,Polygon,Nariño,CO52480,Narino,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.264205,0.00205,,,,,,,,,,,,,,,,,,,,,,,,,
604,Polygon,Nátaga,CO41483,Nataga,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.633439,0.01072,,,,,,,,,,,,,,,,,,,,,,,,,
605,Polygon,Natagaima,CO73483,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.662394,0.06996,,,,,,,,,,,,,,,,,,,,,,,,,
606,Polygon,Nechí,CO05495,Nechi,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,2.071981,0.076864,,,,,,,,,,,,,,,,,,,,,,,,,
607,Polygon,Necoclí,CO05490,Necocli,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,2.41471,0.102894,,,,,,,,,,,,,,,,,,,,,,,,,
608,Polygon,Neira,CO17486,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.327111,0.030107,,,,,,,,,,,,,,,,,,,,,,,,,
609,Polygon,Neiva,CO41001,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,3.073213,0.103253,,,,,,,,,,,,,,,,,,,,,,,,,
610,Polygon,Nemocón,CO25486,Nemocon,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.550941,0.008022,,,,,,,,,,,,,,,,,,,,,,,,,
611,Polygon,Nilo,CO25488,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.844299,0.018306,,,,,,,,,,,,,,,,,,,,,,,,,
612,Polygon,Nimaima,CO25489,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.499052,0.004853,,,,,,,,,,,,,,,,,,,,,,,,,
613,Polygon,Nobsa,CO15491,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.368771,0.004523,,,,,,,,,,,,,,,,,,,,,,,,,
614,Polygon,Nocaima,CO25491,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.398799,0.005622,,,,,,,,,,,,,,,,,,,,,,,,,
615,Polygon,Norcasia,CO17495,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.961944,0.01857,,,,,,,,,,,,,,,,,,,,,,,,,
616,Polygon,Norosí,CO13490,Norosi,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.230015,0.034194,,,,,,,,,,,,,,,,,,,,,,,,,
617,Polygon,Nóvita,CO27491,Novita,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,1.691706,0.076836,,,,,,,,,,,,,,,,,,,,,,,,,
618,Polygon,Nueva Granada,CO47460,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.545403,0.069381,,,,,,,,,,,,,,,,,,,,,,,,,
619,Polygon,Nuevo Colón,CO15494,Nuevo Colon,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.357776,0.004193,,,,,,,,,,,,,,,,,,,,,,,,,
620,Polygon,Nunchía,CO85225,Nunchia,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,2.024693,0.089812,,,,,,,,,,,,,,,,,,,,,,,,,
621,Polygon,Nuquí,CO27495,Nuqui,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,2.439638,0.057296,,,,,,,,,,,,,,,,,,,,,,,,,
622,Polygon,Obando,CO76497,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.718547,0.017477,,,,,,,,,,,,,,,,,,,,,,,,,
623,Polygon,Ocamonte,CO68498,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.408743,0.006146,,,,,,,,,,,,,,,,,,,,,,,,,
624,Polygon,Ocaña,CO54498,Ocana,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.786233,0.04288,,,,,,,,,,,,,,,,,,,,,,,,,
625,Polygon,Oiba,CO68500,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.816776,0.02337,,,,,,,,,,,,,,,,,,,,,,,,,
626,Polygon,Oicatá,CO15500,Oicata,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.337625,0.004921,,,,,,,,,,,,,,,,,,,,,,,,,
627,Polygon,Olaya,CO05501,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.47104,0.007107,,,,,,,,,,,,,,,,,,,,,,,,,
628,Polygon,Olaya Herrera,CO52490,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.832345,0.081114,,,,,,,,,,,,,,,,,,,,,,,,,
629,Polygon,Onzaga,CO68502,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.223296,0.039964,,,,,,,,,,,,,,,,,,,,,,,,,
630,Polygon,Oporapa,CO41503,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.638078,0.012651,,,,,,,,,,,,,,,,,,,,,,,,,
631,Polygon,Orito,CO86320,<Null>,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,2.152088,0.157171,,,,,,,,,,,,,,,,,,,,,,,,,
632,Polygon,Orocué,CO85230,Orocue,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,4.189048,0.386834,,,,,,,,,,,,,,,,,,,,,,,,,
633,Polygon,Ortega,CO73504,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.551463,0.077632,,,,,,,,,,,,,,,,,,,,,,,,,
634,Polygon,Ospina,CO52506,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.33715,0.005249,,,,,,,,,,,,,,,,,,,,,,,,,
635,Polygon,Otanche,CO15507,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.309049,0.038783,,,,,,,,,,,,,,,,,,,,,,,,,
636,Polygon,Ovejas,CO70508,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.378489,0.037872,,,,,,,,,,,,,,,,,,,,,,,,,
637,Polygon,Pachavita,CO15511,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.349262,0.005439,,,,,,,,,,,,,,,,,,,,,,,,,
638,Polygon,Pacho,CO25513,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.202163,0.03284,,,,,,,,,,,,,,,,,,,,,,,,,
639,Polygon,Pacoa,CO97511,<Null>,<Null>,<Null>,Vaupés,CO97,Colombia,CO,1/1/18,4/16/20,<Null>,9.172139,1.133315,,,,,,,,,,,,,,,,,,,,,,,,,
640,Polygon,Pácora,CO17513,Pacora,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.780259,0.02097,,,,,,,,,,,,,,,,,,,,,,,,,
641,Polygon,Padilla,CO19513,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.397177,0.005661,,,,,,,,,,,,,,,,,,,,,,,,,
642,Polygon,Páez,CO15514,Paez,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.963629,0.027643,,,,,,,,,,,,,,,,,,,,,,,,,
643,Polygon,Páez,CO19517,Paez,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,2.596853,0.145674,,,,,,,,,,,,,,,,,,,,,,,,,
644,Polygon,Paicol,CO41518,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.192375,0.022611,,,,,,,,,,,,,,,,,,,,,,,,,
645,Polygon,Pailitas,CO20517,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.138225,0.043721,,,,,,,,,,,,,,,,,,,,,,,,,
646,Polygon,Paime,CO25518,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.689085,0.014167,,,,,,,,,,,,,,,,,,,,,,,,,
647,Polygon,Paipa,CO15516,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.069622,0.024906,,,,,,,,,,,,,,,,,,,,,,,,,
648,Polygon,Pajarito,CO15518,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.855039,0.025579,,,,,,,,,,,,,,,,,,,,,,,,,
649,Polygon,Palermo,CO41524,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.810212,0.071888,,,,,,,,,,,,,,,,,,,,,,,,,
650,Polygon,Palestina,CO17524,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.600784,0.009145,,,,,,,,,,,,,,,,,,,,,,,,,
651,Polygon,Palestina,CO41530,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.66349,0.014466,,,,,,,,,,,,,,,,,,,,,,,,,
652,Polygon,Palmar,CO68522,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.270018,0.00161,,,,,,,,,,,,,,,,,,,,,,,,,
653,Polygon,Palmar de Varela,CO08520,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.449561,0.00763,,,,,,,,,,,,,,,,,,,,,,,,,
654,Polygon,Palmas del Socorro,CO68524,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.316002,0.004784,,,,,,,,,,,,,,,,,,,,,,,,,
655,Polygon,Palmira,CO76520,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,2.063917,0.081697,,,,,,,,,,,,,,,,,,,,,,,,,
656,Polygon,Palmito,CO70523,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,0.678432,0.014358,,,,,,,,,,,,,,,,,,,,,,,,,
657,Polygon,Palocabildo,CO73520,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.373499,0.005301,,,,,,,,,,,,,,,,,,,,,,,,,
658,Polygon,Pamplona,CO54518,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.051986,0.024416,,,,,,,,,,,,,,,,,,,,,,,,,
659,Polygon,Pamplonita,CO54520,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.698911,0.013994,,,,,,,,,,,,,,,,,,,,,,,,,
660,Polygon,Pana Pana,CO94887,<Null>,<Null>,<Null>,Guainía,CO94,Colombia,CO,1/1/18,4/16/20,<Null>,7.805305,0.825036,,,,,,,,,,,,,,,,,,,,,,,,,
661,Polygon,Pandi,CO25524,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.406086,0.00584,,,,,,,,,,,,,,,,,,,,,,,,,
662,Polygon,Panqueba,CO15522,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.331656,0.003244,,,,,,,,,,,,,,,,,,,,,,,,,
663,Polygon,Papunahua,CO97777,<Null>,<Null>,<Null>,Vaupés,CO97,Colombia,CO,1/1/18,4/16/20,<Null>,5.428252,0.449587,,,,,,,,,,,,,,,,,,,,,,,,,
664,Polygon,Páramo,CO68533,Paramo,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.495257,0.005964,,,,,,,,,,,,,,,,,,,,,,,,,
